maritalstatus,weeklyhoursworked,salary,children,totalmarriages
Married,44,65000,0,2
Never married or under 15 years old,0,-1,0,0
Divorced,70,74000,0,2
Divorced,30,0,0,1
Never married or under 15 years old,44,107000,0,0
Never married or under 15 years old,40,6000,0,0
Never married or under 15 years old,40,32000,2,0
Separated,50,200000,0,1
Married,35,21000,0,1
Married,40,42000,2,1
Married,65,461000,0,2
Married,0,0,0,2
Married,30,800,2,2
Married,50,35000,0,2
Never married or under 15 years old,0,-1,0,0
Widowed,40,4000,0,1
Never married or under 15 years old,40,33000,2,0
Married,50,55000,0,1
Married,40,45000,2,1
Widowed,0,0,0,1
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,0,0,0,0
Married,40,169000,0,1
Married,25,30000,2,1
Never married or under 15 years old,30,10000,2,0
Never married or under 15 years old,20,9200,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,17,25000,2,1
Married,40,110000,0,2
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,20,18000,2,0
Married,40,12000,0,2
Married,50,150000,0,1
Never married or under 15 years old,20,13500,0,0
Never married or under 15 years old,40,25000,0,0
Separated,40,16000,2,2
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,30000,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,30,13300,0,0
Never married or under 15 years old,0,-1,0,0
Married,60,30000,0,1
Married,70,120000,0,1
Married,0,0,0,1
Married,60,110000,0,3
Married,0,0,2,2
Married,0,0,0,1
Married,42,64000,2,1
Never married or under 15 years old,34,7000,0,0
Never married or under 15 years old,20,7600,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,30,20000,2,0
Never married or under 15 years old,30,40000,2,0
Never married or under 15 years old,41,57000,0,0
Never married or under 15 years old,45,50000,2,0
Never married or under 15 years old,40,24800,0,0
Divorced,0,0,0,1
Divorced,0,0,0,1
Divorced,0,0,0,2
Divorced,45,80000,0,3
Married,0,0,0,1
Married,40,62000,0,1
Separated,32,25000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,35000,0,0
Never married or under 15 years old,20,6500,2,0
Widowed,0,0,0,2
Married,0,0,0,2
Married,0,0,0,1
Divorced,35,15000,0,2
Married,40,64000,0,1
Married,40,38000,0,1
Married,40,215000,0,1
Married,0,0,0,2
Widowed,0,0,0,2
Married,43,41000,2,1
Married,43,41000,0,1
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,0,1
Married,0,0,0,1
Married,0,0,0,1
Married,40,198000,0,1
Married,0,0,2,1
Married,40,80000,0,3
Married,40,150000,0,3
Never married or under 15 years old,0,0,0,0
Married,0,0,0,1
Married,0,0,0,1
Married,40,37000,2,1
Married,40,34000,0,1
Divorced,50,0,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,40,21300,0,1
Married,0,0,0,3
Married,40,48000,0,3
Never married or under 15 years old,40,46000,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,42000,0,0
Never married or under 15 years old,40,70000,2,0
Widowed,40,23000,0,1
Married,60,125000,0,1
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,40,23000,0,3
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Married,0,0,0,3
Married,25,0,0,3
Never married or under 15 years old,45,100000,0,0
Never married or under 15 years old,50,50000,0,0
Married,0,0,0,3
Married,0,0,0,3
Married,0,0,0,2
Married,0,0,0,1
Never married or under 15 years old,40,40000,0,0
Never married or under 15 years old,40,25000,0,0
Widowed,40,20000,0,1
Married,43,39000,0,1
Married,41,35000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,40,18000,0,1
Never married or under 15 years old,40,34000,0,0
Married,40,30000,0,1
Married,0,0,0,1
Never married or under 15 years old,35,18000,2,0
Never married or under 15 years old,30,10000,0,0
Divorced,40,18700,0,2
Divorced,40,23000,2,1
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,0,3
Never married or under 15 years old,40,49000,2,0
Divorced,60,32000,2,1
Divorced,40,35500,0,1
Never married or under 15 years old,0,-1,0,0
Divorced,40,58000,0,1
Married,40,75000,0,1
Married,40,77000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,70,130000,0,1
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Married,40,30000,2,1
Married,40,40000,0,1
Widowed,35,21000,0,1
Divorced,0,0,0,1
Divorced,55,50000,0,1
Never married or under 15 years old,40,30000,2,0
Married,40,65000,0,1
Married,40,14000,2,2
Widowed,38,100000,0,1
Divorced,60,17000,2,1
Married,38,16000,0,1
Married,50,120000,0,1
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,0,2,0
Married,55,142000,0,1
Married,33,39000,0,1
Never married or under 15 years old,0,0,0,0
Married,40,40000,0,2
Married,40,50000,2,2
Married,40,39000,0,1
Married,30,33000,0,1
Never married or under 15 years old,80,52000,2,0
Married,40,70000,0,1
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,0,1
Married,40,37800,0,1
Married,0,0,0,1
Never married or under 15 years old,40,56000,0,0
Never married or under 15 years old,45,46000,0,0
Married,40,50000,0,1
Married,40,0,0,1
Married,0,0,0,1
Married,40,50000,2,1
Married,0,0,0,1
Never married or under 15 years old,36,21000,2,0
Never married or under 15 years old,10,3000,2,0
Never married or under 15 years old,20,8000,0,0
Married,40,43000,0,1
Married,0,0,0,1
Married,40,40000,0,2
Married,50,40000,2,2
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,35,19200,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,40,52000,0,2
Married,0,0,0,1
Never married or under 15 years old,55,30000,0,0
Married,0,0,0,1
Married,0,0,0,1
Never married or under 15 years old,40,169000,0,0
Never married or under 15 years old,50,45000,0,0
Divorced,40,60000,0,2
Married,42,80000,0,1
Married,0,0,0,1
Divorced,40,60000,0,2
Never married or under 15 years old,10,3000,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,0,1
Married,8,1900,0,1
Married,32,86000,0,1
Divorced,55,100000,0,1
Married,0,0,0,1
Married,0,0,0,1
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,40,25000,0,0
Widowed,0,0,0,2
Married,0,0,0,1
Married,0,0,0,1
Divorced,0,0,0,1
Married,40,60000,0,1
Married,40,38000,2,1
Never married or under 15 years old,24,13000,0,0
Never married or under 15 years old,40,27000,0,0
Never married or under 15 years old,30,16800,0,0
Married,32,35500,0,1
Married,40,64000,0,1
Married,0,0,0,1
Married,60,50000,0,1
Separated,0,0,0,2
Divorced,40,0,0,2
Widowed,40,52000,0,1
Married,40,21500,2,1
Married,40,43700,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,126000,0,0
Never married or under 15 years old,45,66000,0,0
Married,17,18000,2,1
Married,40,72000,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,40,120000,0,1
Married,45,62000,2,1
Never married or under 15 years old,36,33800,0,0
Divorced,0,0,0,1
Divorced,0,0,0,2
Divorced,0,0,0,1
Married,40,55000,0,1
Married,40,55000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,85000,0,0
Divorced,0,0,0,1
Never married or under 15 years old,32,19200,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Widowed,0,0,2,1
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Divorced,40,0,0,3
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,15,500,2,0
Separated,0,0,0,1
Never married or under 15 years old,50,60000,0,0
Married,40,40000,0,2
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Separated,40,37700,2,2
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,34600,0,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,30,26600,2,0
Never married or under 15 years old,52,60000,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,0,1
Married,50,105000,0,1
Married,24,5000,2,2
Never married or under 15 years old,0,-1,0,0
Married,60,50000,0,2
Divorced,40,461000,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,6000,0,0
Divorced,40,90000,2,1
Married,65,0,0,1
Married,0,0,2,1
Never married or under 15 years old,0,-1,0,0
Widowed,0,0,0,1
Divorced,0,0,0,3
Married,0,0,0,2
Married,12,200000,0,3
Married,20,70000,0,2
Married,0,0,0,3
Divorced,40,28000,0,3
Never married or under 15 years old,0,-1,0,0
Divorced,40,32000,0,1
Married,35,12000,0,2
Married,40,80000,0,1
Never married or under 15 years old,40,42000,0,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,15,7000,0,0
Married,35,15800,0,1
Married,20,17500,0,1
Married,20,31200,0,1
Married,35,21500,0,1
Married,40,37000,0,1
Never married or under 15 years old,40,42000,0,0
Divorced,0,0,0,1
Married,40,74000,0,1
Married,55,30000,2,3
Never married or under 15 years old,0,-1,0,0
Married,0,0,0,1
Married,0,0,0,1
Married,40,30300,0,1
Married,35,0,0,1
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,40,40000,0,0
Divorced,0,0,0,1
Separated,40,86000,0,2
Divorced,40,30000,2,1
Never married or under 15 years old,20,3000,2,0
Married,40,38000,0,1
Married,40,15000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,0,0,0
Married,0,0,0,2
Married,0,0,0,3
Never married or under 15 years old,40,44000,2,0
Never married or under 15 years old,3,2500,2,0
Never married or under 15 years old,0,0,2,0
Divorced,40,17300,0,2
Married,40,0,0,2
Married,0,0,0,2
Never married or under 15 years old,0,0,0,0
Married,40,71000,0,1
Married,40,68000,2,1
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,0,0,0
Widowed,0,0,0,1
Divorced,45,40000,2,3
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,40000,0,0
Married,16,8800,2,1
Married,60,100000,0,1
Never married or under 15 years old,0,-1,0,0
Married,38,65000,0,2
Married,0,0,0,3
Married,50,49800,0,1
Married,65,28000,2,1
Married,40,14000,0,2
Married,0,0,2,1
Never married or under 15 years old,40,19500,0,0
Divorced,40,30000,0,1
Never married or under 15 years old,10,500,0,0
Never married or under 15 years old,32,2100,2,0
Never married or under 15 years old,40,40000,0,0
Married,12,1700,0,1
Married,0,0,0,1
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,22,2900,0,0
Married,25,9700,0,1
Married,32,12000,2,1
Divorced,40,12000,0,1
Never married or under 15 years old,30,10000,0,0
Never married or under 15 years old,35,15000,0,0
Widowed,0,0,0,2
Divorced,0,0,0,1
Married,0,0,0,1
Married,0,0,0,1
Married,35,32400,0,3
Married,0,0,0,2
Married,80,75000,0,1
Married,45,30000,2,1
Married,40,70000,0,2
Married,40,40000,0,1
Married,70,125000,0,3
Married,65,20000,0,3
Never married or under 15 years old,0,-1,0,0
Divorced,30,19000,0,1
Never married or under 15 years old,40,32000,2,0
Never married or under 15 years old,15,1300,0,0
Never married or under 15 years old,24,15000,0,0
Married,40,60000,0,1
Married,40,35000,0,1
Never married or under 15 years old,30,18000,0,0
Married,0,0,0,1
Married,0,0,0,1
Never married or under 15 years old,70,70000,0,0
Separated,0,0,0,2
Divorced,60,58000,0,1
Never married or under 15 years old,30,18000,0,0
Never married or under 15 years old,0,0,0,0
Married,0,0,0,1
Married,0,0,0,1
Married,0,0,0,2
Married,0,0,0,2
Widowed,32,32000,0,1
Married,10,120,0,1
Married,5,1100,2,1
Never married or under 15 years old,8,1900,0,0
Never married or under 15 years old,40,15000,0,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Married,0,0,0,2
Married,0,0,0,2
Separated,0,0,0,2
Widowed,20,6000,0,2
Married,35,12000,2,1
Married,0,0,0,1
Divorced,23,25000,0,1
Widowed,40,45000,0,1
Never married or under 15 years old,36,68000,2,0
Divorced,0,0,0,3
Married,0,0,0,1
Married,0,0,0,1
Never married or under 15 years old,40,61000,0,0
Married,50,75000,0,2
Married,40,38000,0,3
Never married or under 15 years old,20,8000,0,0
Married,40,76000,0,2
Married,0,0,0,2
Married,50,165000,0,1
Married,40,101000,1,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,35,0,2,2
Married,50,0,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,0,0,0,1
Never married or under 15 years old,0,-1,0,0
Widowed,0,0,0,2
Divorced,0,0,0,3
Widowed,0,0,0,3
Divorced,50,45000,0,1
Never married or under 15 years old,40,28000,2,0
Never married or under 15 years old,40,23000,0,0
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,20,16000,0,0
Married,0,0,0,1
Married,0,0,0,2
Married,45,50000,0,1
Divorced,51,30000,0,1
Never married or under 15 years old,40,6000,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,0,0,2,1
Married,0,0,0,1
Married,30,20200,0,1
Divorced,0,0,0,2
Divorced,35,22500,0,1
Widowed,0,0,0,1
Never married or under 15 years old,0,0,0,0
Married,0,0,0,2
Married,0,0,0,1
Never married or under 15 years old,40,19000,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,37000,0,0
Married,35,220000,2,1
Married,40,115000,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Divorced,50,155000,0,1
Never married or under 15 years old,0,0,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,40,85000,0,2
Married,0,0,0,2
Never married or under 15 years old,34,64000,2,0
Never married or under 15 years old,0,-1,0,0
Divorced,36,26000,0,1
Never married or under 15 years old,30,3200,2,0
Never married or under 15 years old,25,21900,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,45,92000,0,0
Never married or under 15 years old,38,60000,0,0
Never married or under 15 years old,0,0,0,0
Married,1,42000,2,1
Married,1,38000,0,2
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,50,0,0,0
Married,0,0,0,1
Married,0,0,0,1
Divorced,60,92000,0,1
Divorced,0,0,0,1
Divorced,0,0,2,2
Divorced,60,112000,0,2
Divorced,21,46400,2,1
Widowed,0,0,0,1
Widowed,33,16000,0,1
Never married or under 15 years old,32,7000,0,0
Married,0,0,0,1
Married,0,0,0,1
Divorced,0,0,0,2
Widowed,40,58000,2,1
Never married or under 15 years old,0,0,2,0
Married,40,25600,0,1
Married,0,0,0,1
Married,0,0,0,1
Married,0,0,0,1
Divorced,40,40000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,40,23000,0,0
Never married or under 15 years old,80,78000,0,0
Married,35,6500,0,3
Married,40,70000,0,3
Married,40,40000,0,1
Married,40,13000,0,1
Never married or under 15 years old,40,26000,0,0
Never married or under 15 years old,40,65000,2,0
Never married or under 15 years old,48,68000,2,0
Never married or under 15 years old,40,68000,0,0
Widowed,0,0,0,1
Never married or under 15 years old,0,0,2,0
Married,59,43000,0,2
Married,40,32000,2,3
Never married or under 15 years old,25,11700,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,0,0,2,0
Never married or under 15 years old,30,14800,1,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,50,60000,2,0
Married,25,37500,0,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
Married,72,42500,0,2
Divorced,0,0,0,1
Divorced,24,11100,0,1
Divorced,40,72000,2,1
Never married or under 15 years old,0,-1,0,0
Never married or under 15 years old,0,-1,0,0
